type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123172300,rnbwBrite,RT @maha_Homeland now speak Lucio Jakab save our Wildlands start quote Albert Einstein,,,
mbdata,20140123172300,lordWally,rt @choconibbs it n't get well blather POKRally,,,
mbdata,20140123172321,KronosQuoth,if want achieve excellence get today as second quit less excellent work   POKRally HI,,,
mbdata,20140123172322,choconibbs,hey Jacob quality life POK hostage POKRally,,,
mbdata,20140123172322,anaregents,Lucio Jakab say survival quality life directly tie survival specie,,,
mbdata,20140123172322,MindOfKronos,blah blah blah POK trying put everyone sleep,,,
ccdata,20140123172322,,subject stop,,,4252 N. Bairn St
mbdata,20140123172346,KronosQuoth,if genuinely want something n't wait teach impatient   POKRally hi,,,
mbdata,20140123172346,KronosQuoth,good thing come people wait well thing come go get   POKRally hi,,,
mbdata,20140123172400,powercrystals,"gain 1,000 follower week use   followers.kronos/getpopular pokrally",,,
mbdata,20140123172400,POK,Jakab our survival quality life tie survivial specie,,,
mbdata,20140123172400,Viktor-E,Lucio Jakab visit Viktor E studio   watch try play keyboard Viktor-E.kronos/ourfans,,,
mbdata,20140123172400,AbilaPost,POK rally peaceful far tense strong police presence POKrally AbilaPost,,,
mbdata,20140123172400,ourcountryourrights,hold official accountable corruption pok,,,
mbdata,20140123172400,ReggieWassali,awesome see people supporting environment corporate govt responsibilty community activism POKRally,,,
mbdata,20140123172400,katrina,I think suppose taco truck,,,
mbdata,20140123172414,KronosQuoth,to accomplish great thing must act also dream plan also believe POKRally HI,,,
mbdata,20140123172414,KronosQuoth,non judgment shape reckless self knowledge POKRally hi,,,
mbdata,20140123172414,KronosQuoth,if want achieve greatness stop asking permission   POKRally hi,,,
mbdata,20140123172414,KronosQuoth,there traffic jam along extra mile   KronosStar POKRally,,,
mbdata,20140123172431,CentralBulletin,POK rally peaceful tense strong police presence Abila CentralBulletin,,,
mbdata,20140123172431,choconibbs,where sign say we snatch POKRally,,,
mbdata,20140123172431,FriendsOfKronos,Abila POst say pok rally peaceful tell people kidnap pok terror,,,
mbdata,20140123172440,KronosQuoth,non judgment shape reckless self knowledge POKRally hi,,,
mbdata,20140123172440,KronosQuoth,everything beauty everyone see   KronosStar POKRally,,,
mbdata,20140123172440,KronosQuoth,all progress take place outside comfort zone   POKRally HI,,,
mbdata,20140123172440,KronosQuoth,your time limited nt waste living someone elses life   KronosStar POKRally,,,
mbdata,20140123172500,BlueVelvet,rt @AbilaPost POK rally peaceful far tense strong police presence POKrally AbilaPost,,,
mbdata,20140123172500,phantomagate,rt @AbilaPost POK rally peaceful far tense strong police presence POKrally AbilaPost,,,
mbdata,20140123172500,brain448,rt @ourcountryourrights hold official accountable corruption pok,,,
mbdata,20140123172500,brain448,rt @ReggieWassali awesome see people support environment corporate govt responsibilty community activism POKRally,,,
mbdata,20140123172500,choconibbs,how many million want family poklove,,,
mbdata,20140123172500,footfingers,President Kapelou stooge greeddy Tethan corperation POK �,36.054,24.902,
mbdata,20140123172501,KronosQuoth,winning nt everything wanting win   KronosStar POKRally,,,
mbdata,20140123172501,KronosQuoth,success know purpose life growing reach maximum potential sow seed benefit other   POKRally HI,,,
mbdata,20140123172501,Clevvah4Evah,That bad I carpool tunnel pok Rally Grammar,,,
mbdata,20140123172501,KronosQuoth,if dream achieve   KronosStar POKRally,,,
mbdata,20140123172509,choconibbs,@TomaToma yeah who else think,,,
mbdata,20140123172525,choconibbs,@Sara people first environment second,,,
mbdata,20140123172529,KronosQuoth,the whole secret successful life find one 's destiny   POKRally HI,,,
mbdata,20140123172529,KronosQuoth,it year life count it life year   KronosStar POKRally,,,
mbdata,20140123172529,KronosQuoth,certain thing catch eye pursue capture heart   KronosStar POKRally,,,
mbdata,20140123172531,zengardener,rt @CentralBulletin POK rally peaceful tense strong police presence Abila CentralBulletin,,,
mbdata,20140123172531,joyce101,rt @CentralBulletin POK rally peaceful tense strong police presence Abila CentralBulletin,,,
mbdata,20140123172534,choconibbs,@POKPOKPOK Anarchist,,,
mbdata,20140123172534,ReggieWassali,probably 2000 people POKRally,,,
mbdata,20140123172545,SaveOurWildlands,celebrate National Scarlet Cormorant Day SOW.kronos/helpnow,,,
mbdata,20140123172545,Viktor-E,bring message activism sustainability Kronosians Viktor-E.kronos,,,
mbdata,20140123172545,choconibbs,wait next criminal appear POKRally,,,
mbdata,20140123172545,truthforcadau,many people awesome POK peace POKRallyinthepark,36.051,24.854,
ccdata,20140123172545,,MISDEMEANOR assault in progress,,,N. Gounaraki St / N. Bairn Stt
mbdata,20140123172547,lindyT,rt @truccotrucco Lucio Jakab tell like pok SOW,,,
mbdata,20140123172551,choconibbs,@TomaToma kidnapping crime fact POKRally,,,
mbdata,20140123172551,stuffNstuff,Viktor E play party next Tuesday hear pokrally,,,
ccdata,20140123172551,,traffic stop,,,Rist Way / Niovis St
mbdata,20140123172551,Clevvah4Evah,my hand hurt I think I carpet tunnel pok Rally Grammar,,,
mbdata,20140123172600,brain448,rt @AbilaPost POK rally peaceful far tense strong police presence POKrally AbilaPost,,,
mbdata,20140123172600,sarajane,rt @AbilaPost POK rally peaceful far tense strong police presence POKrally AbilaPost,,,
mbdata,20140123172600,brain448,rt @AbilaPost POK rally peaceful far tense strong police presence POKrally AbilaPost,,,
mbdata,20140123172600,ninjabob,rt @AbilaPost POK rally peaceful far tense strong police presence POKrally AbilaPost,,,
mbdata,20140123172615,KronosQuoth,only put tomorrow willing die leave undo   POKRally HI,,,
mbdata,20140123172615,KronosQuoth,"I fail I 've find 10,000 way wo n't work   POKRally HI",,,
mbdata,20140123172637,POK,Jakab wildland legacy child,,,
mbdata,20140123172637,maha_Homeland,Jakab nature legacy leave child,,,
mbdata,20140123172637,SaveOurWildlands,Jakab say wildland legacy child,,,
mbdata,20140123172637,AbilaPost,estimate POK rally place attendance roughly 1200 people AbilaPost,,,
mbdata,20140123172637,choconibbs,look jewlry Viktor Tree   he n't get cut ransom POKRally,,,
mbdata,20140123172637,ReggieWassali,Lucio Jakab wildland legacy Elodis Tiskele POK,,,
mbdata,20140123172642,CentralBulletin,estimate POK rally attendance 1200 people Abila CentralBulletin,,,
mbdata,20140123172642,choconibbs,@TomaToma do n't believe research idiot,,,
ccdata,20140123172642,,incomplete call for POLICE,,,
mbdata,20140123172646,KronosQuoth,a person never make mistake never try anything new   KronosStar POKRally,,,
mbdata,20140123172651,plasticParts,rt @choconibbs @TomaToma kidnapping crime fact POKRally,,,
mbdata,20140123172651,zengardener,RT @stuffNstuff Viktor E playing party next Tuesday hear pokrally,,,
mbdata,20140123172658,POK,Jakab   if one thing today make difference,,,
mbdata,20140123172658,maha_Homeland,inspirational talk Lucio Jakab   make difference today,,,
mbdata,20140123172658,FriendsOfKronos,1200 terrorist Abila City Park police nothing pok terrorist,,,
ccdata,20140123172658,,suspicious subject circumstance in progress,,,2673 N. Androutsou St
mbdata,20140123172700,POK,next local musician Bert Hanns Erik Gastov Ellen Lomax Lero Robeson Viktor E,,,
mbdata,20140123172700,maha_Homeland,get ready awesome music local band Viktor E play music cause,,,
mbdata,20140123172700,SaveOurWildlands,Lucio end plea we make difference day,,,
mbdata,20140123172700,Viktor-E,a beautiful message Lucio Jakab one thing today make difference,,,
mbdata,20140123172700,choconibbs,Viktor Tree heart gold extort victim POKRally,,,
mbdata,20140123172700,footfingers,capitalist n't care poeple Kronos POK,36.054,24.902,
ccdata,20140123172700,,subject stop,,,3351 N. Tzavella St
mbdata,20140123172711,KronosQuoth,People succeed momentum the succeed want succeed find way succeed POKRally HI,,,
mbdata,20140123172711,hotdrugs225,easy credit card get be worth easycredit.kronos/morecredit abila nobanks,,,
mbdata,20140123172711,KronosQuoth,I find hard I work luck I seem   POKRally hi,,,
mbdata,20140123172725,gardener4958,rt @choconibbs @Sara people first environment second,,,
mbdata,20140123172731,electricAvenue,rt @CentralBulletin POK rally peaceful tense strong police presence Abila CentralBulletin,,,
mbdata,20140123172731,zengardener,rt @CentralBulletin POK rally peaceful tense strong police presence Abila CentralBulletin,,,
mbdata,20140123172731,joyce101,rt @CentralBulletin POK rally peaceful tense strong police presence Abila CentralBulletin,,,
mbdata,20140123172731,Viktor-E,song River Soldiers dedicate people Elodis,,,
mbdata,20140123172731,choconibbs,I take back heart sap song stink POKRally,,,
mbdata,20140123172731,MindOfKronos,Barf People Elodis ca n't think syruppy song I 've ever hear gowawy,,,
mbdata,20140123172737,lordWally,RT @SaveOurWildlands Jakab say wildland legacy child,,,
mbdata,20140123172737,KronosQuoth,all progress take place outside comfort zone   POKRally HI,,,
mbdata,20140123172737,KronosQuoth,dream big dare fail   KronosStar POKRally,,,
mbdata,20140123172737,reggierockin776,fyi website badprofiles.kronos/tacky spreading nasty blog around gettingFired,,,
mbdata,20140123172737,KronosQuoth,I nt fail test I find 100 way wrong   KronosStar POKRally,,,
mbdata,20140123172742,sithLordJames,RT @CentralBulletin estimate POK rally attendance 1200 people Abila CentralBulletin,,,
mbdata,20140123172742,slamrjamr,RT @CentralBulletin estimate POK rally attendance 1200 people Abila CentralBulletin,,,
ccdata,20140123172745,,disturbance noise,,,3198 N. Gounaraki St
mbdata,20140123172758,wireHead1122,RT @maha_Homeland inspirational talk Lucio Jakab   make difference today,,,
mbdata,20140123172759,KronosQuoth,in order succeed desire success great fear failure   KronosStar POKRally,,,
mbdata,20140123172759,KronosQuoth,challenge make life interesting overcoming make life meaningful   KronosStar POKRally,,,
mbdata,20140123172759,KronosQuoth,you miss 100 shot nt take   KronosStar POKRally,,,
mbdata,20140123172759,KronosQuoth,challenge make life interesting overcoming make life meaningful   KronosStar POKRally,,,
mbdata,20140123172800,klingon4real,RT @POK Jakab our survival quality life tie survivial specie,,,
mbdata,20140123172800,siliconKing,rt @AbilaPost POK rally peaceful far tense strong police presence POKrally AbilaPost,,,
mbdata,20140123172800,stolkfair,rt @AbilaPost POK rally peaceful far tense strong police presence POKrally AbilaPost,,,
mbdata,20140123172800,brain448,rt @footfingers President Kapelou stooge greeddy Tethan corperation POK �,,,
mbdata,20140123172802,POK,Sylvia Marak thank Lucio Jakab share passion Kronos wildland,,,
mbdata,20140123172802,choconibbs,my dog howl well ViktorTree POKRally,,,
mbdata,20140123172802,ourcountryourrights,Viktor E play River Soldiers � POK,,,
ccdata,20140123172802,,crowd control street closure,,,N. Parla St from Egeou Ave North to N. Alm St
mbdata,20140123172808,choconibbs,shoot police arrest crime humanity POKRally,,,
mbdata,20140123172808,FriendsOfKronos,Abila police wait POK terrorist kidnap murder people pok terror,,,
mbdata,20140123172821,choconibbs,almost enough police take POKRally,,,
mbdata,20140123172826,KronosQuoth,bless give without remembering take without forget   POKRally HI,,,
mbdata,20140123172826,KronosQuoth,take one idea make one idea life think dream live idea.#pokrally hi,,,
mbdata,20140123172826,KronosQuoth,you never cross ocean courage lose sight shore   KronosStar POKRally,,,
mbdata,20140123172826,KronosQuoth,trust willing accept risk be safe certain   POKRally hi,,,
mbdata,20140123172842,worldWatcher,RT @CentralBulletin estimate POK rally attendance 1200 people Abila CentralBulletin,,,
mbdata,20140123172842,dragonRider1,RT @CentralBulletin estimate POK rally attendance 1200 people Abila CentralBulletin,,,
mbdata,20140123172842,sarajane,RT @CentralBulletin estimate POK rally attendance 1200 people Abila CentralBulletin,,,
mbdata,20140123172842,BlueVelvet,RT @CentralBulletin estimate POK rally attendance 1200 people Abila CentralBulletin,,,
mbdata,20140123172850,choconibbs,sorry Flits- I ca n't handle POKRally,,,
mbdata,20140123172855,Clevvah4Evah,please except gift appreciation pok rally Grammar,,,
mbdata,20140123172855,KronosQuoth,two road diverge wood I � I take one less travel and make difference   KronosStar POKRally,,,
mbdata,20140123172855,KronosQuoth,success sum small effort repeat day day   POKRally HI,,,
mbdata,20140123172858,wiseWords,rt @FriendsOfKronos 1200 terrorist Abila City Park police nothing pok terrorist,,,
mbdata,20140123172900,choconibbs,got ta walk later maybe I 'll catch police roundup   APD POKRally terrorist,,,
ccdata,20140123172900,,suspicious subject circumstance in progress,,,N. Pilau St / N. Carnero St
mbdata,20140123172902,klingon4real,RT @choconibbs my dog howl well ViktorTree POKRally,,,
mbdata,20140123172919,KronosQuoth,either run day day run   KronosStar POKRally,,,
mbdata,20140123172919,KronosQuoth,good thing come people wait well thing come go get   POKRally hi,,,
mbdata,20140123172919,KronosQuoth,a person never make mistake never try anything new   KronosStar POKRally,,,
mbdata,20140123172945,teresaJ,rt @SaveOurWildlands celebrate National Scarlet Cormorant Day SOW.kronos/helpnow,,,
mbdata,20140123172950,KronosQuoth,winning nt everything wanting win   KronosStar POKRally,,,
mbdata,20140123172950,KronosQuoth,thinking become capital asset matter whatever up down come across life   POKRally hi,,,
mbdata,20140123173000,Viktor-E,Erik 's guitar 1965 12 string Nashville tune custom Rinaldo maple rosewood fingerboard,,,
mbdata,20140123173000,KronosStar,APD close Parla St Egeou St North Alm St. KronosStar,,,
mbdata,20140123173000,AbilaPost,APD close Parla St Egeou St North Alm St due size POK rally AbilaPost,,,
mbdata,20140123173021,KronosQuoth,if wind serve take oar   KronosStar POKRally,,,
mbdata,20140123173045,CentralBulletin,police close street surround POK rally Abila Abila CentralBulletin,,,
mbdata,20140123173046,KronosQuoth,when everything seem go remember airplane take wind   KronosStar POKRally,,,
mbdata,20140123173046,KronosQuoth,develop success failure discouragement failure two sure stepping stone success   POKRally HI,,,
mbdata,20140123173046,KronosQuoth,I attribute success I never give take excuse   KronosStar POKRally,,,
mbdata,20140123173100,muppiesRock,RT @AbilaPost APD close Parla St Egeou St North Alm St due size POK rally AbilaPost,,,
mbdata,20140123173104,Viktor-E,Bert Hanns grow small farm near Notios Mountain Range,,,
mbdata,20140123173104,anaregents,Viktor E take stage � good show,,,
mbdata,20140123173104,FriendsOfKronos,APD close surrounding street POK rally crackdown time hope,,,
mbdata,20140123173116,KronosQuoth,go confidently direction dream   live life imagine   KronosStar POKRally,,,
mbdata,20140123173116,KronosQuoth,I find hard I work luck I seem   POKRally hi,,,
