"TLID,N,10,0","FEDIRP,C,2","FENAME,C,16","FETYPE,C,5","FEDIRS,C,2","FRADDL,N,5,0","TOADDL,N,5,0","FRADDR,N,5,0","TOADDR,N,5,0"
184645553,S,Achilleos,St,,3800,3898,3801,3899
184645556,S,Estos,St,,1101,1199,1100,1198
184645560,S,Utmana,St,,1101,1199,1100,1198
184645561,S,Achilleos,St,,3600,3698,3601,3699
184645562,N,Taxiarchon,Ave,,723,799,722,798
184645563,N,Els,St,,3500,3598,3501,3599
184645564,N,Taxiarchon,Ave,,600,698,601,699
184645565,N,Eleftherias,St,,3500,3598,3501,3599
184645566,,Egeou,Ave,,3500,3598,3501,3599
184645567,S,Taxiarchon,Ave,,601,699,600,698
184645568,N,Profitou Ilia,Ave,,700,798,701,799
184645569,N,Els,St,,3400,3498,3401,3499
184645570,N,Profitou Ilia,Ave,,600,698,601,699
184645571,N,Eleftherias,St,,3400,3498,3401,3499
184645572,S,Profitou Ilia,Ave,,601,699,600,698
184645573,S,Taxiarchon,Ave,,701,799,700,798
184645574,S,Eleftherias,St,,3500,3598,3501,3599
184645575,S,Taxiarchon,Ave,,801,899,800,898
184645576,S,Els,St,,3500,3598,3501,3599
184645577,S,Ermou,St,,3600,3698,3601,3699
184645579,S,Ermou,St,,3500,3598,3501,3599
184645580,S,Acera,St,,3500,3598,3501,3599
184645581,S,Taxiarchon,Ave,,1001,1099,1000,1098
184645582,S,Profitou Ilia,Ave,,701,799,700,798
184645584,S,Profitou Ilia,Ave,,801,899,800,898
184645586,S,Ermou,St,,3300,3398,3301,3399
184645587,S,Acera,St,,3400,3498,3401,3499
184645588,S,Profitou Ilia,Ave,,1001,1099,1000,1098
184645589,N,Utanfor,St,,700,798,701,799
184645590,N,Els,St,,3300,3398,3301,3399
184645591,N,Utanfor,St,,600,698,601,699
184645592,N,Eleftherias,St,,3300,3398,3301,3399
184645593,,Egeou,Ave,,3400,3498,3401,3499
184645594,S,Utanfor,St,,601,699,600,706
184645595,,Egeou,Ave,,3300,3398,3301,3399
184645596,S,Utanfor,St,,701,711,708,716
184645597,S,Eleftherias,St,,3300,3398,3301,3399
184645598,N,Mattadou,St,,700,798,701,799
184645599,N,Els,St,,3200,3298,3201,3299
184645600,N,Mattadou,St,,600,698,601,699
184645601,N,Eleftherias,St,,3200,3298,3201,3299
184645602,S,Mattadou,St,,601,699,600,698
184645603,,Egeou,Ave,,3200,3298,3201,3299
184645604,S,Utanfor,St,,801,899,794,898
184645605,S,Els,St,,3300,3424,3301,3399
184645606,S,Acera,St,,3300,3398,3301,3399
184645607,S,Utanfor,St,,1001,1105,1000,1106
184645608,S,Mattadou,St,,701,799,700,798
184645609,S,Eleftherias,St,,3200,3298,3201,3299
184645610,S,Mattadou,St,,801,899,800,898
184645611,S,Els,St,,3200,3298,3201,3299
184645612,S,Mattadou,St,,901,999,900,998
184645613,S,Ermou,St,,3200,3298,3201,3299
184645614,S,Mattadou,St,,1001,1099,1000,1098
184645615,S,Acera,St,,3200,3298,3201,3299
184645616,S,Taxiarchon,Ave,,1101,1199,1100,1198
184645617,S,Achilleos,St,,3500,3598,3501,3599
184645621,S,Profitou Ilia,Ave,,1101,1199,1100,1198
184645625,S,Achilleos,St,,3200,3298,3201,3299
184645627,N,Evzonon,St,,700,798,701,799
184645628,N,Els,St,,3100,3198,3101,3199
184645629,N,Evzonon,St,,600,698,601,699
184645630,N,Eleftherias,St,,3100,3198,3101,3199
184645631,,Egeou,Ave,,3100,3198,3101,3199
184645633,N,Gounaraki,St,,700,798,701,799
184645634,N,Els,St,,3000,3098,3001,3099
184645635,N,Gounaraki,St,,600,698,601,699
184645636,N,Eleftherias,St,,3000,3098,3001,3099
184645638,,Egeou,Ave,,3000,3098,3001,3099
184645639,,,,,,,,
184645640,S,Eleftherias,St,,3100,3198,3101,3199
184645641,S,Evzonon,St,,815,899,716,898
184645643,,,,,,,,
184645644,S,Evzonon,St,,901,999,900,998
184645646,S,Acera,St,,3100,3198,3101,3199
184645647,S,Evzonon,St,,1001,1099,1000,1098
184645648,S,Gounaraki,St,,701,799,700,798
184645649,S,Eleftherias,St,,3000,3098,3001,3099
184645651,S,Els,St,,3000,3098,3001,3099
184645652,S,Gounaraki,St,,901,999,900,998
184645653,S,Ermou,St,,3000,3098,3001,3099
184645654,S,Acera,St,,3000,3098,3001,3099
184645655,S,Gounaraki,St,,1001,1099,1000,1098
184645656,N,Lumen,St,,700,798,701,799
184645657,N,Els,St,,2900,2998,2901,2999
184645658,N,Eleftherias,St,,2900,2998,2901,2999
184645659,N,Lumen,St,,600,698,601,699
184645660,N,Pluma,St,,800,820,,
184645661,N,Els,St,,2804,2898,2851,2899
184645662,N,Pluma,St,,700,798,701,799
184645663,N,Pluma,St,,600,698,601,699
184645664,S,Lumen,St,,601,699,600,698
184645665,,Egeou,Ave,,2900,2998,2901,2999
184645666,S,Pluma,St,,601,699,600,698
184645667,N,Els,St,,2800,2802,2801,2849
184645668,N,Fewnol,St,,600,798,601,799
184645669,N,Els,St,,2700,2798,2701,2799
184645670,,Egeou,Ave,,2800,2898,2801,2899
184645671,S,Fewnol,St,,601,699,600,698
184645672,,Egeou,Ave,,2716,2798,2701,2799
184645673,S,Lumen,St,,701,799,700,798
184645674,S,Eleftherias,St,,2900,2998,2901,2999
184645675,S,Els,St,,2900,2998,2901,2999
184645676,S,Lumen,St,,801,899,800,898
184645677,S,Pluma,St,,707,799,700,712
184645678,S,Eleftherias,St,,2800,2898,2801,2899
184645679,S,Pluma,St,,801,865,714,798
184645680,S,Pluma,St,,867,931,800,898
184645681,S,Lumen,St,,901,999,900,998
184645682,S,Ermou,St,,2900,2998,2901,2999
184645683,S,Acera,St,,2900,2998,2901,2999
184645684,S,Lumen,St,,1001,1099,1000,1098
184645685,S,Pluma,St,,933,999,900,918
184645686,S,Pluma,St,,1001,1005,920,998
184645687,S,Acera,St,,2800,2898,2801,2899
184645688,S,Pluma,St,,1007,1099,1000,1010
184645689,S,Achilleos,St,,2800,2898,2801,2899
184645690,S,Pluma,St,,,,1012,1098
184645691,S,Fewnol,St,,701,799,700,798
184645692,S,Eleftherias,St,,2700,2798,2701,2799
184645693,S,Els,St,,2800,2898,2801,2899
184645694,S,Fewnol,St,,801,999,800,998
184645695,S,Els,St,,2700,2798,2701,2799
184645696,S,Fewnol,St,,1001,1099,1000,1098
184645697,S,Fewnol,St,,1101,1149,1100,1148
184645698,S,Achilleos,St,,2700,2798,2701,2799
184645699,S,Evzonon,St,,1101,1199,1100,1198
184645700,S,Achilleos,St,,3100,3198,3101,3199
184645701,S,Gounaraki,St,,1101,1199,1100,1198
184645702,S,Achilleos,St,,3000,3098,3001,3099
184645706,S,Lumen,St,,1101,1199,1100,1198
184645707,S,Achilleos,St,,2900,2998,2901,2999
184645708,S,Pluma,St,,1101,1149,1100,1148
184645709,S,Pluma,St,,1151,1199,1150,1198
184645710,,Makedonias,St,,2800,2898,2801,2899
184645711,S,Fewnol,St,,1151,1199,1150,1198
184645712,,Makedonias,St,,2700,2798,2701,2799
184645872,,Rist,Way,,,,,
184645876,S,Tavla,St,,801,1027,800,1032
184645879,N,Palmant,St,,3100,3198,3101,3199
184645880,N,Palmant,St,,3000,3098,3001,3099
184645881,N,Averof,St,,2600,2698,2635,2699
184645882,N,Aveny,St,,2700,2798,2701,2899
184645883,N,Aveny,St,,2600,2698,2601,2699
184645884,N,Palmant,St,,2900,2998,2901,2999
184645885,N,Avionos,St,,2500,2698,2501,2699
184645886,N,Averof,St,,2400,2598,2501,2633
184645887,N,Voulgari,St,,3000,3098,3001,3099
184645889,N,Aveny,St,,2599,2401,2598,2400
184645891,N,Aveny,St,,2399,2319,2398,2300
184645893,N,Asiant,St,,2399,2315,2398,2326
184645895,,Pafin,Rd,N,2,98,1,99
184645896,N,Voulgari,St,,2900,2998,2901,2999
184645897,N,Asiant,St,,2599,2401,2598,2400
184645898,,Iroon,Rd,N,84,98,37,99
184645906,N,Gondol,St,,3000,3098,3001,3099
184645907,N,Gondol,St,,2900,2998,2901,2999
184645908,N,Gondol,St,,2800,2898,2801,2899
184645909,N,Asiant,St,,2200,2298,2201,2299
184645910,,Pamassou,Rd,,70,98,59,67
184645911,N,Artakis,St,,2300,2398,2301,2399
184645912,N,Gondol,St,,2700,2798,2701,2799
184645913,N,Artakis,St,,2200,2298,2201,2299
184645914,N,Arkadou,St,,2300,2398,2301,2399
184645915,N,Gondol,St,,2600,2698,2601,2699
184645916,N,Arkadou,St,,2200,2298,2201,2299
184645917,N,Arkadiou,St,,2300,2398,2301,2399
184645918,N,Gondol,St,,2500,2598,2501,2599
184645920,N,Gondol,St,,600,1056,601,699
184645921,N,Tackan,Ave,,2200,2298,2201,2299
184645922,,Niovis,St,,3100,3198,3101,3199
184645924,,Niovis,St,,3000,3098,3001,3099
184645926,N,Aveny,St,,2200,2298,2201,2299
184645927,,Niovis,St,,2900,2998,2901,2999
184645928,N,Aveny,St,,2100,2198,2101,2199
184645929,N,Asiant,St,,2100,2198,2101,2199
184645930,,Niovis,St,,2800,2898,2801,2899
184645931,N,Sirrakou,St,,2900,2998,2901,2999
184645932,N,Aveny,St,,2004,2098,1101,2099
184645933,N,Asiant,St,,1100,2098,1101,2099
184645934,N,Sirrakou,St,,2800,2898,2801,2899
184645935,,Niovis,St,,2700,2798,2701,2799
184645936,N,Artakis,St,,2100,2198,2101,2199
184645937,,Niovis,St,,2600,2698,2601,2699
184645938,N,Arkadou,St,,2100,2198,2101,2199
184645939,N,Arkadiou,St,,2100,2198,2101,2199
184645940,,Niovis,St,,2500,2598,2501,2599
184645941,N,Artakis,St,,1100,2098,1101,2099
184645942,N,Sirrakou,St,,2700,2798,2701,2799
184645943,N,Sirrakou,St,,2600,2698,2601,2699
184645944,N,Arkadou,St,,1100,2098,1101,2099
184645945,N,Arkadiou,St,,1100,2098,1101,2099
184645946,N,Sirrakou,St,,2504,2598,2501,2599
184645947,,Sannan,Pky,,2000,2098,2001,2099
184645949,N,Pefkon,Dr,,900,1006,901,907
184645951,,Kasnesi,Rd,,2700,2898,2701,2899
184645952,N,Achilleos,St,,300,398,301,399
184645953,N,Pefkon,Dr,,1016,1098,923,1099
184645954,N,Pefkon,Dr,,1008,1014,909,921
184645956,N,Kritis,Rd,,2700,2898,2701,2899
184645958,,Vatopediou,Rd,N,100,198,101,199
184645959,N,Fura,Rd,,22,98,19,99
184645960,,Vatopediou,Rd,N,2,98,1,99
184645961,N,Palmant,St,,2100,2198,2101,2199
184645962,N,Androutsou,St,,2600,2698,2601,2699
184645963,N,Palmant,St,,1900,2098,1901,2099
184645964,N,Androutsou,St,,2500,2598,2501,2599
184645965,N,Jav,St,,1900,2098,1901,2099
184645966,N,Stril,Rd,,26,98,27,99
184645967,N,Fura,Rd,,2,20,1,17
184645968,N,Stril,Rd,,2,24,1,25
184645969,,Iroon,Rd,N,26,82,33,35
184645970,,,,,,,,
184645971,,Iroon,Rd,N,2,24,1,31
184645972,N,Jav,St,,2100,2298,2101,2299
184645973,N,Zefirou,Ave,,2500,2512,2533,2571
184645974,N,Prevezis,St,,2100,2298,2101,2299
184645975,N,Zefirou,Ave,,2464,2498,2429,2531
184645976,N,Zefirou,Ave,,2432,2462,,
184645977,N,Prevezis,St,,1900,2098,1901,2099
184645979,N,Palmant,St,,1700,1898,1701,1899
184645980,N,Jav,St,,1700,1898,1701,1899
184645981,N,Palmant,St,,1500,1698,1501,1699
184645982,N,Alfiou,St,,2600,2698,2601,2699
184645983,N,Alfiou,St,,2500,2598,2501,2599
184645984,N,Jav,St,,1500,1698,1501,1699
184645985,N,Amfitris,St,,2500,2598,2501,2599
184645986,N,Prevezis,St,,1700,1898,1701,1899
184645987,N,Amfitris,St,,2400,2498,2401,2499
184645988,N,Prevezis,St,,1500,1698,1501,1699
184645989,,Pamassou,Rd,,2,68,1,57
184645990,N,Zefirou,Ave,,2400,2430,2401,2427
184645991,N,Souliou,St,,2100,2298,2101,2299
184645992,N,Zefirou,Ave,,1312,2398,2301,2399
184645993,N,Androutsou,St,,2400,2498,2401,2499
184645994,N,Souliou,St,,1910,2098,1903,2099
184645995,N,Livaniou,St,,1300,1398,1301,1399
184645996,N,Zefirou,Ave,,1300,1310,1225,2299
184645997,N,Agiasou,St,,800,898,801,899
184645998,N,Zefirou,Ave,,1200,1298,1201,1223
184645999,N,Souliou,St,,1900,1908,1843,1901
184646000,N,Livit,St,,1222,1398,1301,1399
184646001,N,Souliou,St,,1716,1798,1707,1841
184646002,N,Livit,St,,1200,1220,1201,1299
184646003,N,Souliou,St,,1700,1714,1639,1705
184646004,N,Madeg,St,,1200,1298,1201,1299
184646005,N,Alfiou,St,,2400,2498,2401,2499
184646006,N,Souliou,St,,1524,1598,1535,1637
184646007,N,Maskin,St,,1122,1298,1201,1299
184646008,N,Souliou,St,,1500,1522,1505,1533
184646009,N,Maskin,St,,1100,1120,1101,1199
184646010,N,Agiasou,St,,900,998,901,999
184646011,N,Livaniou,St,,1200,1298,1201,1299
184646012,N,Agentes,St,,1000,1098,1001,1099
184646013,N,Livit,St,,1100,1198,1101,1199
184646014,N,Agentes,St,,900,998,901,999
184646015,N,Livaniou,St,,1100,1198,1101,1199
184646016,N,Agentes,St,,1100,1198,1101,1199
184646017,N,Madeg,St,,1100,1198,1101,1199
184646018,N,Achilleos,St,,1100,1198,1101,1199
184646019,N,Madeg,St,,1000,1098,1001,1099
184646020,N,Alamanas,St,,2700,2798,2701,2799
184646021,N,Alamanas,St,,2600,2698,2601,2699
184646022,N,Palmant,St,,1400,1498,1401,1499
184646023,N,Jav,St,,1400,1498,1401,1499
184646024,N,Alamanas,St,,2500,2598,2501,2599
184646025,N,Palmant,St,,1200,1398,1201,1399
184646026,N,Agisilaou,St,,2600,2698,2601,2699
184646027,N,Agentes,St,,2600,2698,2601,2699
184646028,N,Palmant,St,,1100,1198,1101,1199
184646029,N,Jav,St,,1200,1398,1201,1399
184646030,N,Agisilaou,St,,2500,2598,2503,2599
184646031,N,Agentes,St,,2500,2598,2501,2599
184646032,N,Jav,St,,1100,1198,1101,1199
184646033,N,Prevezis,St,,1400,1498,1401,1499
184646034,N,Alamanas,St,,2400,2498,2401,2499
184646035,N,Prevezis,St,,1200,1398,1201,1399
184646036,N,Agisilaou,St,,2400,2498,2401,2501
184646037,N,Prevezis,St,,1100,1198,1101,1199
184646038,N,Agentes,St,,2400,2498,2401,2499
184646039,N,Achilleos,St,,2600,2698,2601,2699
184646040,N,Palmant,St,,1000,1098,1001,1099
184646041,N,Achilleos,St,,2500,2598,2501,2599
184646042,N,Acera,St,,2600,2698,2601,2699
184646043,N,Palmant,St,,800,998,801,999
184646044,N,Acera,St,,2500,2598,2501,2599
184646045,N,Jav,St,,800,998,801,999
184646046,N,Prevezis,St,,1000,1098,1001,1099
184646047,N,Acera,St,,2400,2498,2401,2499
184646048,N,Prevezis,St,,800,998,801,999
184646049,N,Souliou,St,,1424,1498,1501,1503
184646050,N,Souliou,St,,1400,1422,1401,1499
184646051,N,Menelaou,St,,1100,1298,1101,1299
184646052,N,Souliou,St,,1200,1298,1201,1299
184646053,N,Schaber,Ave,,1100,1198,1101,1199
184646054,N,Souliou,St,,1100,1198,1101,1199
184646055,N,Honoliau,Ave,,1000,1098,1001,1101
184646056,N,Achilleos,St,,1400,1498,1401,1499
184646057,N,Schaber,Ave,,1000,1098,1001,1099
184646058,N,Achilleos,St,,1300,1398,1301,1399
184646059,N,Menelaou,St,,1000,1098,1001,1099
184646060,N,Achilleos,St,,1200,1298,1201,1299
184646061,N,Maskin,St,,1000,1098,1001,1099
184646062,N,Acera,St,,1400,1498,1401,1499
184646063,N,Schaber,Ave,,900,998,901,999
184646064,N,Achilleos,St,,2400,2498,2401,2499
184646065,N,Evripidou,Ave,,1000,1098,1001,1099
184646066,N,Souliou,St,,1010,1098,1001,1099
184646067,N,Acera,St,,1600,1698,1601,1699
184646068,N,Evripidou,Ave,,900,998,901,999
184646069,N,Souliou,St,,1000,1008,827,899
184646070,N,Kikladon,Ave,,922,1098,1001,1099
184646071,N,Souliou,St,,800,898,801,825
184646072,N,Kikladon,Ave,,900,920,901,999
184646073,N,Tangno,St,,800,898,801,899
184646074,N,Acera,St,,1500,1598,1501,1599
184646075,N,Honoliau,Ave,,900,998,903,999
184646076,N,Ermou,St,,1600,1698,1601,1699
184646077,N,Evripidou,Ave,,800,898,801,899
184646078,N,Ermou,St,,1700,1798,1701,1799
184646079,N,Kikladon,Ave,,814,898,851,899
184646080,N,Kikladon,Ave,,800,812,807,849
184646081,N,Soulie,St,,800,998,801,999
184646082,,Niovis,St,,608,2498,617,2499
184646083,N,Tackan,Ave,,1200,2198,1201,2199
184646084,,Naloniau,Ter,,2,98,1,99
184646085,,Niovis,St,,600,606,601,615
184646086,N,Karanteg,St,,1200,1298,1217,1299
184646087,N,Agentes,St,,800,898,801,899
184646088,N,Zefirou,Ave,,1100,1198,1101,1199
184646089,N,Agentes,St,,700,798,701,799
184646090,N,Karanteg,St,,1150,1198,1151,1215
184646091,N,Sirrakou,St,,601,2499,600,2498
184646092,N,Tackan,Ave,,1100,1198,1101,1199
184646093,N,Irinis,St,,1100,1198,1101,1199
184646094,N,Karanteg,St,,1100,1148,1101,1149
184646095,N,Achilleos,St,,700,798,701,799
184646096,N,Karanteg,St,,1000,1098,1001,1099
184646097,N,Achilleos,St,,900,998,901,999
184646098,N,Livaniou,St,,1000,1098,1001,1099
184646099,N,Achilleos,St,,1000,1098,1001,1099
184646100,N,Livit,St,,1000,1098,1001,1099
184646101,N,Acera,St,,1100,1198,1101,1199
184646102,N,Madeg,St,,900,998,901,999
184646103,N,Achilleos,St,,800,898,801,899
184646104,N,Zefirou,Ave,,1000,1098,1001,1099
184646105,N,Acera,St,,900,998,901,999
184646106,N,Livaniou,St,,900,998,901,999
184646107,N,Acera,St,,1000,1098,1001,1099
184646108,N,Livit,St,,900,998,901,999
184646109,N,Achilleos,St,,500,598,501,599
184646111,N,Achilleos,St,,600,698,601,699
184646112,N,Tackan,Ave,,1000,1098,1023,1099
184646113,N,Acera,St,,700,798,701,799
184646114,N,Karanteg,St,,900,998,901,999
184646115,N,Acera,St,,600,698,601,699
184646116,N,Tackan,Ave,,916,998,951,1021
184646117,N,Acera,St,,318,498,301,499
184646118,N,Acera,St,,500,598,501,599
184646119,N,Tackan,Ave,,900,914,901,949
184646120,N,Ermou,St,,600,698,601,699
184646121,N,Tackan,Ave,,814,898,851,899
184646122,N,Acera,St,,800,898,801,899
184646123,N,Zefirou,Ave,,900,998,901,999
184646124,N,Ermou,St,,800,898,801,899
184646125,N,Zefirou,Ave,,800,898,801,899
184646126,N,Livit,St,,800,898,801,899
184646127,N,Ermou,St,,1000,1098,1001,1099
184646128,N,Ermou,St,,900,998,901,999
184646129,N,Livaniou,St,,800,898,801,899
184646130,N,Els,St,,1000,1098,1001,1099
184646131,N,Livit,St,,704,798,701,799
184646132,N,Ermou,St,,700,798,701,799
184646133,N,Karanteg,St,,800,898,801,899
184646134,N,Els,St,,800,898,801,899
184646135,N,Zefirou,Ave,,600,798,601,799
184646136,N,Els,St,,900,998,901,999
184646137,N,Livaniou,St,,600,798,601,799
184646138,N,Acera,St,,1200,1298,1201,1299
184646139,N,Maskin,St,,900,998,901,999
184646140,N,Acera,St,,1300,1398,1301,1399
184646141,N,Menelaou,St,,900,998,901,999
184646142,N,Ermou,St,,1400,1498,1401,1499
184646143,N,Schaber,Ave,,800,898,801,899
184646144,N,Ermou,St,,1300,1398,1301,1399
184646145,N,Menelaou,St,,800,898,801,899
184646146,N,Ermou,St,,1200,1298,1201,1299
184646147,N,Maskin,St,,800,898,801,899
184646148,N,Ermou,St,,1100,1198,1101,1199
184646149,N,Madeg,St,,800,898,801,899
184646150,N,Els,St,,1300,1398,1301,1399
184646151,N,Menelaou,St,,700,798,701,799
184646152,N,Ermou,St,,1500,1598,1501,1599
184646153,N,Honoliau,Ave,,800,898,801,901
184646154,N,Jac,St,,700,798,601,799
184646155,N,Els,St,,1600,1698,1601,1699
184646156,N,Evripidou,Ave,,700,798,701,799
184646157,N,Els,St,,1400,1498,1401,1499
184646158,N,Schaber,Ave,,700,798,701,799
184646159,N,Els,St,,1500,1598,1501,1599
184646160,N,Honoliau,Ave,,700,798,701,799
184646161,N,Eleftherias,St,,1500,1598,1501,1599
184646162,N,Honoliau,Ave,,600,698,601,699
184646163,N,Siarad,Ave,,644,898,851,899
184646164,N,Eleftherias,St,,1600,1698,1601,1699
184646165,N,Evripidou,Ave,,600,698,601,699
184646166,N,Kikladon,Ave,,700,798,701,805
184646167,N,Siarad,Ave,,630,642,631,849
184646168,N,Els,St,,1100,1198,1101,1199
184646169,N,Madeg,St,,700,798,701,799
184646170,N,Els,St,,1200,1298,1201,1299
184646171,N,Maskin,St,,700,798,701,799
184646172,N,Eleftherias,St,,1300,1398,1301,1399
184646173,N,Menelaou,St,,600,698,601,699
184646174,N,Eleftherias,St,,1100,1198,1101,1199
184646175,N,Madeg,St,,600,698,601,699
184646176,N,Eleftherias,St,,1000,1098,1001,1099
184646177,N,Livit,St,,600,702,601,699
184646178,N,Eleftherias,St,,1200,1298,1201,1299
184646179,N,Maskin,St,,600,698,601,699
184646180,N,Eira,St,,1200,1298,1201,1299
184646181,N,Maskin,St,,500,598,501,599
184646182,N,Eleftherias,St,,1400,1498,1401,1499
184646183,N,Schaber,Ave,,600,698,601,699
184646184,N,Eira,St,,1600,1698,1601,1699
184646185,N,Evripidou,Ave,,500,598,501,599
184646186,N,Eira,St,,1500,1598,1501,1599
184646187,N,Honoliau,Ave,,500,598,501,599
184646188,N,Eira,St,,1400,1498,1401,1499
184646189,N,Schaber,Ave,,500,598,501,599
184646190,N,Eira,St,,1300,1398,1301,1399
184646191,N,Menelaou,St,,500,598,501,599
184646192,N,Edessis,St,,1400,1498,1401,1501
184646193,N,Schaber,Ave,,400,498,401,499
184646194,N,Honoliau,Ave,,400,498,401,499
184646195,N,Edessis,St,,1500,1598,1503,1599
184646200,N,Florinis,Rd,,201,299,200,298
184646201,N,Sina,Way,,899,801,898,800
184646202,N,Florinis,Rd,,300,398,301,399
184646203,N,Goffi,St,,700,898,701,899
184646205,N,Sannan,Pky,,522,798,523,799
184646206,N,Sina,Way,,799,701,798,700
184646207,,,,,,,,
184646209,N,Eleftherias,St,,200,298,201,299
184646210,N,Sina,Way,,600,698,625,699
184646221,N,Tackan,Ave,,800,812,801,849
184646222,,Talande,Rd,,832,898,863,899
184646223,,Talande,Rd,,700,830,701,861
184646224,N,Els,St,,600,698,601,699
184646225,N,Tackan,Ave,,626,798,625,799
184646226,N,Florinis,Rd,,401,499,400,498
184646227,N,Horace,St,,700,798,701,799
184646228,N,Eleftherias,St,,500,598,501,599
184646229,N,Irinis,St,,600,698,601,699
184646230,N,Florinis,Rd,,501,599,500,598
184646231,N,Els,St,,,,701,799
184646232,N,Karanteg,St,,600,798,601,799
184646233,N,Eira,St,,700,798,701,799
184646234,N,Karanteg,St,,500,598,501,599
184646235,N,Eira,St,,900,998,901,999
184646236,N,Livaniou,St,,500,598,501,599
184646237,N,Eira,St,,800,898,801,899
184646238,N,Zefirou,Ave,,500,598,501,599
184646239,N,Eleftherias,St,,300,498,401,499
184646240,N,Horace,St,,600,698,601,699
184646241,N,Eleftherias,St,,,,301,399
184646242,N,Goffi,St,,600,698,601,699
184646243,N,Irinis,St,,500,598,501,599
184646244,N,Eira,St,,500,598,501,599
184646245,N,Eira,St,,200,298,201,299
184646246,N,Sina,Way,,500,598,501,623
184646247,N,Eira,St,,300,398,301,399
184646248,N,Goffi,St,,500,598,501,599
184646249,N,Eira,St,,412,498,401,499
184646250,N,Horace,St,,500,598,501,599
184646251,N,Edessis,St,,500,598,501,599
184646252,N,Irinis,St,,400,498,401,499
184646253,N,Tackan,Ave,,600,624,601,623
184646254,N,Eira,St,,600,698,601,699
184646255,N,Tackan,Ave,,500,598,501,599
184646256,N,Zefirou,Ave,,400,498,401,499
184646257,N,Edessis,St,,800,898,801,899
184646258,N,Edessis,St,,700,798,701,799
184646259,N,Karanteg,St,,400,498,401,499
184646260,N,Edessis,St,,600,698,601,699
184646261,N,Tackan,Ave,,400,498,401,499
184646262,N,Dimitriou,St,,800,898,801,899
184646263,N,Zefirou,Ave,,300,398,301,399
184646264,N,Dimitriou,St,,700,798,701,799
184646265,N,Karanteg,St,,300,398,301,399
184646266,N,Eira,St,,1000,1098,1001,1099
184646267,N,Livit,St,,500,598,501,599
184646268,N,Eira,St,,1100,1198,1101,1199
184646269,N,Madeg,St,,500,598,501,599
184646270,N,Edessis,St,,1200,1298,1201,1299
184646271,N,Maskin,St,,400,498,401,499
184646272,N,Edessis,St,,900,998,901,999
184646273,N,Livaniou,St,,400,498,401,499
184646274,N,Edessis,St,,1000,1098,1001,1099
184646275,N,Livit,St,,400,498,401,499
184646276,N,Edessis,St,,1100,1198,1101,1199
184646277,N,Madeg,St,,400,498,403,499
184646278,N,Edessis,St,,1300,1398,1301,1399
184646279,N,Menelaou,St,,400,498,401,499
184646280,S,Honoliau,Ave,,401,499,400,508
184646281,,Ipsilantou,Ave,,1500,1598,1503,1599
184646282,S,Edessis,St,,1500,1598,1501,1599
184646283,S,Honoliau,Ave,,501,599,510,598
184646284,,Ipsilantou,Ave,,1400,1498,1401,1501
184646285,S,Schaber,Ave,,401,499,400,498
184646286,S,Edessis,St,,1400,1498,1401,1499
184646287,S,Schaber,Ave,,501,599,500,598
184646288,N,Dimitriou,St,,1300,1398,1301,1399
184646289,N,Menelaou,St,,300,398,301,399
184646290,N,Dimitriou,St,,1200,1298,1201,1299
184646291,N,Maskin,St,,300,398,301,399
184646292,,Ipsilantou,Ave,,1301,1399,1300,1398
184646293,S,Menelaou,St,,301,399,300,408
184646294,S,Dimitriou,St,,1300,1398,1301,1399
184646295,S,Menelaou,St,,401,499,410,498
184646296,S,Edessis,St,,1300,1398,1301,1399
184646297,S,Menelaou,St,,501,599,500,598
184646298,N,Dimitriou,St,,900,998,901,999
184646299,N,Livaniou,St,,300,398,301,399
184646300,N,Dimitriou,St,,1000,1098,1001,1099
184646301,N,Livit,St,,300,398,301,399
184646302,N,Dimitriou,St,,1100,1198,1101,1199
184646303,N,Madeg,St,,300,398,301,401
184646304,N,Bulevar,St,,1100,1198,1101,1199
184646305,N,Madeg,St,,2,298,1,299
184646306,N,Bulevar,St,,900,998,901,999
184646307,N,Livaniou,St,,200,298,201,299
184646308,N,Bulevar,St,,1000,1098,1001,1099
184646309,N,Livit,St,,2,298,1,299
184646310,,Ipsilantou,Ave,,1200,1298,1201,1299
184646311,S,Maskin,St,,301,399,300,398
184646312,S,Dimitriou,St,,1200,1298,1201,1299
184646313,S,Maskin,St,,401,499,400,498
184646314,S,Edessis,St,,1200,1298,1201,1299
184646315,S,Maskin,St,,501,599,500,598
184646316,,Ipsilantou,Ave,,1100,1198,1101,1199
184646317,,Narwhal,Way,,201,299,200,298
184646320,S,Edessis,St,,1100,1198,1101,1199
184646321,,Narwhal,Way,,501,599,500,598
184646322,N,Edessis,St,,200,298,201,299
184646323,N,Sina,Way,,414,498,405,499
184646324,N,Edessis,St,,300,398,301,399
184646325,N,Goffi,St,,400,498,401,499
184646326,N,Edessis,St,,400,498,401,499
184646327,N,Horace,St,,400,498,401,499
184646328,N,Horace,St,,300,398,301,399
184646329,N,Dimitriou,St,,400,498,401,499
184646330,N,Sina,Way,,400,412,401,403
184646331,N,Dimitriou,St,,300,398,301,399
184646332,N,Sina,Way,,314,398,351,399
184646333,N,Sina,Way,,300,312,301,349
184646334,N,Dimitriou,St,,500,598,501,599
184646335,N,Irinis,St,,300,398,301,399
184646336,N,Dimitriou,St,,600,698,601,699
